"","uid","itemNo","valence","chosen_attr_type","internal_node_id","rt","trial_type","nTimeouts","time_elapsed","chosen_attr","timedout","trial_index","response","stimulus","taskNo","trialNo","condition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","interpersonal","category","subcategory","event","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"2351","subCA2_37",78,"positive","internal_specific","0.0-20.0-0.21-0.21",8494,"html-button-response-ca",0,3029004,"Recently, I have spent a lot of time with this particular person",FALSE,208,2,"A friend tells you you are a good friend to them",1,21,"control",3175749,2263138,2688045.70000005,64,37,"yes","friends","personal qualities","A friend tells you you are a good friend to them",1,0,0,1,0,0
"2352","subCA2_37",83,"negative","internal_specific","0.0-20.0-0.22-0.22",17996,"html-button-response-ca",0,3048515,"Recently, I haven't tried much to engage with my colleagues",FALSE,209,1,"You aren't nominated for an award recognizing contribution to workplace culture",1,22,"control",3175749,2263138,2688045.70000005,64,37,"yes","colleagues","personal qualities","You aren't nominated for an award recognizing contribution to workplace culture",1,0,0,1,0,0
"2353","subCA2_37",84,"positive","external_global","0.0-20.0-0.23-0.23",17076,"html-button-response-ca",0,3067112,"Colleages tend to be polite about their coworkers",FALSE,210,0,"Someone from work tells you they consider you trustworthy",1,23,"control",3175749,2263138,2688045.70000005,64,37,"yes","colleagues","personal qualities","Someone from work tells you they consider you trustworthy",0,1,0,0,1,0
"2354","subCA2_37",97,"negative","external_specific","0.0-20.0-0.24-0.24",13439,"html-button-response-ca",0,3082068,"This week, there happened to be more important things happening",FALSE,211,1,"You find yourself struggling to meet your targets at work",1,24,"control",3175749,2263138,2688045.70000005,64,37,"no","general performance (job)","non-social","You find yourself struggling to meet your targets at work",0,0,0,0,0,1
"2355","subCA2_37",100,"negative","external_specific","0.0-20.0-0.25-0.25",12175,"html-button-response-ca",0,3095750,"This person is probably not able to respond right now (e.g., they are unwell or away)",FALSE,212,2,"Someone you care deeply about is not responding to your calls and messages",1,25,"control",3175749,2263138,2688045.70000005,64,37,"yes","close relationship","reaching out","Someone you care deeply about is not responding to your calls and messages",0,0,0,0,0,1
"2356","subCA2_37",102,"positive","internal_specific","0.0-20.0-0.26-0.26",11443,"html-button-response-ca",0,3108705,"On this particular occasion, I had something important to say",FALSE,213,1,"A letter you have written to the newspaper is selected to be published",1,26,"control",3175749,2263138,2688045.70000005,64,37,"no","formal assessment (academic)","non-social","A letter you have written to the newspaper is selected to be published",1,0,0,1,0,0
"2357","subCA2_37",108,"negative","external_global","0.0-20.0-0.27-0.27",13832,"html-button-response-ca",0,3124059,"People often accidentally miss people off invite lists",FALSE,214,3,"You find out a friend is having a party but hasn't invited you",1,27,"control",3175749,2263138,2688045.70000005,64,37,"yes","friends","reaching out","You find out a friend is having a party but hasn't invited you",0,1,0,0,1,0
"2358","subCA2_37",110,"positive","internal_global","0.0-20.0-0.28-0.28",11552,"html-button-response-ca",0,3137129,"People I'm close to think well of me",FALSE,215,1,"Someone you are close to tells you they wish they were more like you",1,28,"control",3175749,2263138,2688045.70000005,64,37,"yes","close relationship","personal qualities","Someone you are close to tells you they wish they were more like you",1,1,1,0,0,0
"2359","subCA2_37",115,"positive","internal_specific","0.0-20.0-0.29-0.29",8510,"html-button-response-ca",0,3147152,"Recently, I have made an effort to spend time with this person",FALSE,216,2,"A friend tells you you are a good person",1,29,"control",3175749,2263138,2688045.70000005,64,37,"yes","friends","personal qualities","A friend tells you you are a good person",1,0,0,1,0,0
"2360","subCA2_37",28,"positive","external_global","0.0-20.0-0.3-0.3",11728,"html-button-response-ca",0,2746674,"People tend to be polite in these kinds of situations",FALSE,189,2,"You speak during a neighbourhood association meeting and receive applause",1,3,"control",3175749,2263138,2688045.70000005,64,37,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a neighbourhood association meeting and receive applause",0,1,0,0,1,0
"2361","subCA2_37",120,"positive","internal_global","0.0-20.0-0.30-0.30",11576,"html-button-response-ca",0,3160255,"My friends care about me",FALSE,217,2,"A friend calls you up out of the blue to see how you are",1,30,"control",3175749,2263138,2688045.70000005,64,37,"yes","friends","reaching out","A friend calls you up out of the blue to see how you are",1,1,1,0,0,0
"2362","subCA2_37",125,"negative","internal_specific","0.0-20.0-0.31-0.31",13971,"html-button-response-ca",0,3175749,"I probably didn't spend enough time studying for the test",FALSE,218,1,"You find out that you didn't pass a test you took that counts towards a professional exam",1,31,"control",3175749,2263138,2688045.70000005,64,37,"no","formal assessment (academic)","non-social","You find out that you didn't pass a test you took that counts towards a professional exam",1,0,0,1,0,0
"2363","subCA2_37",29,"positive","internal_specific","0.0-20.0-0.4-0.4",16542,"html-button-response-ca",0,2764743,"I seem to click well with this particular person",FALSE,190,0,"A colleague tells you they like your company",1,4,"control",3175749,2263138,2688045.70000005,64,37,"yes","colleagues","personal qualities","A colleague tells you they like your company",1,0,0,1,0,0
"2364","subCA2_37",31,"positive","external_global","0.0-20.0-0.5-0.5",14355,"html-button-response-ca",0,2780615,"It's not uncommon for people to say nice things to people close to them",FALSE,191,3,"Someone you are close to tells you that they admire you",1,5,"control",3175749,2263138,2688045.70000005,64,37,"yes","close relationship","personal qualities","Someone you are close to tells you that they admire you",0,1,0,0,1,0
"2365","subCA2_37",35,"positive","internal_specific","0.0-20.0-0.6-0.6",15987,"html-button-response-ca",0,2798121,"I'm generally OK at this kind of puzzle",FALSE,192,2,"You complete today's crossword easily",1,6,"control",3175749,2263138,2688045.70000005,64,37,"no","general performance (academic)","non-social","You complete today's crossword easily",1,0,0,1,0,0
"2366","subCA2_37",37,"negative","external_specific","0.0-20.0-0.7-0.7",18687,"html-button-response-ca",0,2818331,"This problem was too complicated to work out without writing everything out",FALSE,193,0,"You struggle to work out what everyone needs to pay when booking a work activity",1,7,"control",3175749,2263138,2688045.70000005,64,37,"no","formal assessment (academic)","semi-social","You struggle to work out what everyone needs to pay when booking a work activity",0,0,0,0,0,1
"2367","subCA2_37",44,"negative","external_global","0.0-20.0-0.8-0.8",10755,"html-button-response-ca",0,2830590,"Everyone forgets to include someone sometimes",FALSE,194,1,"You discover that you haven't been invited to an after-work social event",1,8,"control",3175749,2263138,2688045.70000005,64,37,"yes","colleagues","reaching out","You discover that you haven't been invited to an after-work social event",0,1,0,0,1,0
"2368","subCA2_37",45,"negative","internal_specific","0.0-20.0-0.9-0.9",14998,"html-button-response-ca",0,2847105,"On this occasion, I didn't explain myself very well",FALSE,195,0,"You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,9,"control",3175749,2263138,2688045.70000005,64,37,"yes","contemporaries (not known well)","feedback/responsibility","You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,0,0,1,0,0
"2369","subCA2_38",0,"negative","internal_specific","0.0-2.0-0.0-0.0",23886,"html-button-response-ca",0,252564,"I probably did something recently to annoy them",FALSE,3,3,"You find out that someone you consider a friend has talked about you negatively behind your back",0,0,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","personal qualities","You find out that someone you consider a friend has talked about you negatively behind your back",1,0,0,1,0,0
"2370","subCA2_38",1,"positive","external_global","0.0-2.0-0.1-0.1",16958,"html-button-response-ca",0,271028,"People at work generally reach out from time to time",FALSE,4,3,"Someone from work invites you out for a cup of coffee",0,1,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","reaching out","Someone from work invites you out for a cup of coffee",0,1,0,0,1,0
"2371","subCA2_38",18,"negative","internal_specific","0.0-2.0-0.10-0.10",11996,"html-button-response-ca",0,415521,"I probably dedicated too much time to unimportant tasks this week",FALSE,13,1,"You didn't get the amount of work done you needed to",0,10,"control",2400424,1880206,2183319.40000001,64,38,"no","general performance (job)","non-social","You didn't get the amount of work done you needed to",1,0,0,1,0,0
"2372","subCA2_38",22,"negative","internal_specific","0.0-2.0-0.11-0.11",11094,"html-button-response-ca",0,428130,"I haven't really made an effort to talk to my colleagues recently",FALSE,14,3,"You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,11,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","reaching out","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",1,0,0,1,0,0
"2373","subCA2_38",24,"positive","internal_specific","0.0-2.0-0.12-0.12",15316,"html-button-response-ca",0,444959,"I can usually say something to make this particular person laugh",FALSE,15,2,"A friend tells you you make them laugh",0,12,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","personal qualities","A friend tells you you make them laugh",1,0,0,1,0,0
"2374","subCA2_38",32,"positive","internal_specific","0.0-2.0-0.13-0.13",16900,"html-button-response-ca",0,463371,"Recently, I have been making an effort to talk with this particular friend",FALSE,16,3,"A friend tells you speaking with you always makes them feel better",0,13,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","personal qualities","A friend tells you speaking with you always makes them feel better",1,0,0,1,0,0
"2375","subCA2_38",39,"positive","internal_specific","0.0-2.0-0.14-0.14",5557,"html-button-response-ca",0,470449,"Recently, I've been performing well in my job",FALSE,17,1,"You find out that you have been put forward for a leadership position at work",0,14,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (job)","non-social","You find out that you have been put forward for a leadership position at work",1,0,0,1,0,0
"2376","subCA2_38",41,"negative","external_global","0.0-2.0-0.15-0.15",16601,"html-button-response-ca",0,488566,"Application systems are generally complicated and things can get lost",FALSE,18,0,"You submitted an application to join a local community forum but haven't heard anything back",0,15,"control",2400424,1880206,2183319.40000001,64,38,"no","general functioning (everyday life: easier task)","getting along (semi-social)","You submited an application to join a local community forum but haven't heard anything back",0,1,0,0,1,0
"2377","subCA2_38",43,"positive","internal_specific","0.0-2.0-0.16-0.16",8720,"html-button-response-ca",0,502334,"Recently, I have made an effort to be there for this particular friend",FALSE,20,1,"Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,16,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","reaching out","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",1,0,0,1,0,0
"2378","subCA2_38",54,"positive","internal_specific","0.0-2.0-0.17-0.17",30495,"html-button-response-ca",0,534347,"On this particular occasion, I did a good job",FALSE,21,3,"You find out someone has contacted your employer to praise work you did for them",0,17,"control",2400424,1880206,2183319.40000001,64,38,"no","general performance (job)","semi-social","You find out someone has contacted your employer to praise work you did for them",1,0,0,1,0,0
"2379","subCA2_38",62,"positive","internal_specific","0.0-2.0-0.18-0.18",5579,"html-button-response-ca",0,541443,"I've been making a particular effort recently to spend time learning new things",FALSE,22,0,"You successfully practice saying some phrases of a new language you are trying to learn",0,18,"control",2400424,1880206,2183319.40000001,64,38,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",1,0,0,1,0,0
"2380","subCA2_38",68,"positive","external_global","0.0-2.0-0.19-0.19",65333,"html-button-response-ca",0,608299,"People often say kind things to people close to them",FALSE,23,1,"Someone you are close to tells you they trust you",0,19,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",0,1,0,0,1,0
"2381","subCA2_38",2,"negative","external_specific","0.0-2.0-0.2-0.2",14019,"html-button-response-ca",0,286563,"My friend is probably just too busy to respond right now",FALSE,5,0,"You message your friend to ask for advice but they don't reply",0,2,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",0,0,0,0,0,1
"2382","subCA2_38",72,"negative","external_specific","0.0-2.0-0.20-0.20",8052,"html-button-response-ca",0,617867,"It was probably something to do with the timing of that speech (e.g., it was nearing the end of the evening)",FALSE,24,2,"You speak during a community meeting but feel like people aren't interested in what you have to say",0,20,"control",2400424,1880206,2183319.40000001,64,38,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",0,0,0,0,0,1
"2383","subCA2_38",74,"negative","internal_specific","0.0-2.0-0.21-0.21",5369,"html-button-response-ca",0,624754,"On this occasion, I wasn't paying enough attention",FALSE,25,3,"You washed your clothes on the wrong setting and the colours have run",0,21,"control",2400424,1880206,2183319.40000001,64,38,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",1,0,0,1,0,0
"2384","subCA2_38",79,"negative","external_global","0.0-2.0-0.22-0.22",10550,"html-button-response-ca",0,636823,"People often miss other people waving at them in the street",FALSE,26,3,"You see a very close friend and wave at them but they don't wave back",0,22,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",0,1,0,0,1,0
"2385","subCA2_38",93,"positive","internal_global","0.0-2.0-0.23-0.23",22108,"html-button-response-ca",0,660449,"I'm skilled at what I do",FALSE,27,3,"A colleague comments on the high quality of your recent work",0,23,"control",2400424,1880206,2183319.40000001,64,38,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",1,1,1,0,0,0
"2386","subCA2_38",99,"negative","internal_specific","0.0-2.0-0.24-0.24",5260,"html-button-response-ca",0,667219,"Recently, I haven't been involved much in community events",FALSE,28,1,"You want to be nominated for a role in your local community group but no one suggests you",0,24,"control",2400424,1880206,2183319.40000001,64,38,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",1,0,0,1,0,0
"2387","subCA2_38",101,"positive","internal_specific","0.0-2.0-0.25-0.25",9125,"html-button-response-ca",0,677859,"Recently, I have been friendly to this particular colleague",FALSE,29,3,"Someone from work tells you they would like to be on your team for a work social event",0,25,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",1,0,0,1,0,0
"2388","subCA2_38",104,"positive","internal_specific","0.0-2.0-0.26-0.26",14804,"html-button-response-ca",0,694174,"I probably made an effort to check up on this particular person recently",FALSE,30,0,"Someone you care about takes time out of their busy day to check in on you ",0,26,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",1,0,0,1,0,0
"2389","subCA2_38",105,"negative","internal_specific","0.0-2.0-0.27-0.27",38579,"html-button-response-ca",0,734267,"On this occasion, I let myself be distracted by something unimportant",FALSE,31,0,"You forget you have put dinner in the oven and it burns",0,27,"control",2400424,1880206,2183319.40000001,64,38,"no","general functioning (everyday life: easier task)","self-care","You forget you put dinner in the oven and it burns",1,0,0,1,0,0
"2390","subCA2_38",112,"negative","internal_specific","0.0-2.0-0.28-0.28",17233,"html-button-response-ca",0,753019,"I was probably slightly off-hand with this colleague at some point",FALSE,32,2,"You overhear a colleague telling someone else they don't like you",0,28,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","personal qualities","You overhear a colleague telling someone else they don't like you",1,0,0,1,0,0
"2391","subCA2_38",113,"positive","internal_specific","0.0-2.0-0.29-0.29",6964,"html-button-response-ca",0,761499,"Recently, I've taken the time to help out this colleage with their work",FALSE,33,1,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,29,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","personal qualities","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",1,0,0,1,0,0
"2392","subCA2_38",3,"negative","internal_specific","0.0-2.0-0.3-0.3",47558,"html-button-response-ca",0,335641,"I probably didn't plan well enough this time",FALSE,6,2,"You return from the shops without something important from your shopping list",0,3,"control",2400424,1880206,2183319.40000001,64,38,"no","general functioning (everyday life: harder task)","life activities","You return from the shops without something important from your shopping list",1,0,0,1,0,0
"2393","subCA2_38",116,"positive","internal_global","0.0-2.0-0.30-0.30",6754,"html-button-response-ca",0,769770,"I'm good at my job",FALSE,34,2,"You find out a colleague has nominated you for a performance award at work",0,30,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (job)","semi-social","You find out a colleague has nominated you for a performance award at work",1,1,1,0,0,0
"2394","subCA2_38",127,"positive","external_specific","0.0-2.0-0.31-0.31",8138,"html-button-response-ca",0,779425,"This particular class are kind",FALSE,35,2,"You present your work during your evening class and get lots of praise from your classmates",0,31,"control",2400424,1880206,2183319.40000001,64,38,"yes","contemporaries (not known well)","feedback/responsibility","You present your work during your evening class and get lots of praise from your classmates",0,0,0,0,0,1
"2395","subCA2_38",5,"negative","external_global","0.0-2.0-0.4-0.4",7129,"html-button-response-ca",0,344282,"There are always times when life gets in the way of things we'd like to prioritise",FALSE,7,2,"You'd like to be more engaged in your local community",0,4,"control",2400424,1880206,2183319.40000001,64,38,"no","general functioning (everyday life: harder task)","getting along (semi-social)","You'd like to be more engaged in your local community",0,1,0,0,1,0
"2396","subCA2_38",7,"negative","internal_specific","0.0-2.0-0.5-0.5",6585,"html-button-response-ca",0,352379,"I probably didn't come up with a good enough idea this time",FALSE,8,2,"Your suggestion for a community social event receives the lowest number of votes",0,5,"control",2400424,1880206,2183319.40000001,64,38,"yes","contemporaries (not known well)","feedback/responsibility","Your suggestion for a community social event receives the lowest number of votes",1,0,0,1,0,0
"2397","subCA2_38",8,"positive","internal_specific","0.0-2.0-0.6-0.6",11612,"html-button-response-ca",0,365507,"Recently, I did well on a particular piece of work",FALSE,9,0,"You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",0,6,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (job)","non-social","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",1,0,0,1,0,0
"2398","subCA2_38",13,"negative","external_specific","0.0-2.0-0.7-0.7",11334,"html-button-response-ca",0,378355,"For this particular occasion, they were only able to invite a small number of people",FALSE,10,0,"Someone you feel very close to is having a birthday dinner but hasn't invited you",0,7,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","reaching out","Someone you feel very close to is having a birthday dinner but hasn't invited you",0,0,0,0,0,1
"2399","subCA2_38",15,"positive","internal_specific","0.0-2.0-0.8-0.8",7819,"html-button-response-ca",0,387691,"Recently, I've been performing well at work",FALSE,11,1,"You find out that your manager wants to put you forward for promotion at work",0,8,"control",2400424,1880206,2183319.40000001,64,38,"no","general performance (job)","non-social","You find out that your manager wants to put you forward for promotion at work",1,0,0,1,0,0
"2400","subCA2_38",17,"negative","external_specific","0.0-2.0-0.9-0.9",12795,"html-button-response-ca",0,402003,"They were probably preoccupied and didn't see me",FALSE,12,0,"You smile at someone across the street you recognise, but they don't smile back",0,9,"control",2400424,1880206,2183319.40000001,64,38,"yes","contemporaries (not known well)","reaching out","You smile at someone across the street you recognise, but they don't smile back",0,0,0,0,0,1
"2401","subCA2_38",11,"positive","internal_global","0.0-20.0-0.0-0.0",4986,"html-button-response-ca",0,2244788,"I'm smart",FALSE,192,1,"You take part in a quiz at work and get lots of answers right, so your team wins",1,0,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (academic)","semi-social","You take part in a quiz at work and get lots of answers right, so your team wins",1,1,1,0,0,0
"2402","subCA2_38",21,"positive","internal_global","0.0-20.0-0.1-0.1",2263,"html-button-response-ca",0,2248572,"I'm intelligent",FALSE,193,3,"Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,1,"control",2400424,1880206,2183319.40000001,64,38,"no","general performance (academic)","semi-social","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,1,1,0,0,0
"2403","subCA2_38",47,"negative","external_specific","0.0-20.0-0.10-0.10",4394,"html-button-response-ca",0,2291643,"This particular person probably doesn't have a similar sense of humour to me",FALSE,202,1,"Someone you are close to tells you you are not funny",1,10,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","personal qualities","Someone you are close to tells you you are not funny",0,0,0,0,0,1
"2404","subCA2_38",53,"positive","internal_global","0.0-20.0-0.11-0.11",4491,"html-button-response-ca",0,2297639,"People I work with generally respect my judgement",FALSE,203,2,"Someone you work with tells you they trust your judgement",1,11,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","personal qualities","Someone you work with tells you they trust your judgement",1,1,1,0,0,0
"2405","subCA2_38",55,"negative","internal_specific","0.0-20.0-0.12-0.12",2210,"html-button-response-ca",0,2301371,"I have probably done something recently to offend this person",FALSE,204,3,"Someone you care about deeply has disclosed something you told them in confidence to someone else",1,12,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","reaching out","Someone you care about deeply has disclosed something you told them in confidence to someone else",1,0,0,1,0,0
"2406","subCA2_38",56,"positive","internal_global","0.0-20.0-0.13-0.13",3945,"html-button-response-ca",0,2306832,"I'm the kind of person people look up to",FALSE,205,2,"Someone you are close to tells you they consider you a role model",1,13,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","personal qualities","Someone you are close to tells you they consider you a role model",1,1,1,0,0,0
"2407","subCA2_38",59,"negative","external_specific","0.0-20.0-0.14-0.14",5507,"html-button-response-ca",0,2313851,"This particular person is probably having a bad day",FALSE,206,1,"You overhear someone at work talking about you behind your back",1,14,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","personal qualities","You overhear someone at work talking about you behind your back",0,0,0,0,0,1
"2408","subCA2_38",61,"negative","internal_specific","0.0-20.0-0.15-0.15",4161,"html-button-response-ca",0,2319531,"On this occasion, I probably didn't spend enough time preparing",FALSE,207,0,"You give a presentation at work and it seems like no one is paying attention",1,15,"control",2400424,1880206,2183319.40000001,64,38,"no","general performance (job)","semi-social","You give a presentation at work and it seems like no one is paying attention",1,0,0,1,0,0
"2409","subCA2_38",67,"negative","external_specific","0.0-20.0-0.16-0.16",3753,"html-button-response-ca",0,2326439,"This particular friend is probably dealing with something right now that demands all their attention",FALSE,209,1,"You ask a friend for help with something important but they say they are too busy",1,16,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","reaching out","You ask a friend for help with something important but they say they are too busy",0,0,0,0,0,1
"2410","subCA2_38",73,"positive","internal_global","0.0-20.0-0.17-0.17",1985,"html-button-response-ca",0,2329937,"I'm good at my job",FALSE,210,0,"You receive an excellent performance evaluation from your boss",1,17,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (job)","semi-social","You receive an excellent performance evaluation from your boss",1,1,1,0,0,0
"2411","subCA2_38",75,"negative","internal_specific","0.0-20.0-0.18-0.18",3845,"html-button-response-ca",0,2335296,"During my last conversation with this person, I may have come across as rude or uncaring",FALSE,211,2,"A friend tells you that you are being difficult",1,18,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","personal qualities","A friend tells you that you are being difficult",1,0,0,1,0,0
"2412","subCA2_38",76,"negative","external_global","0.0-20.0-0.19-0.19",2814,"html-button-response-ca",0,2339635,"Everyone probably scored low",FALSE,212,1,"You find out that colleague has scored you poorly on a a performance evaluation",1,19,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (job)","semi-social","You find out that colleague has scored you poorly on a a performance evaluation",0,1,0,0,1,0
"2413","subCA2_38",25,"negative","internal_specific","0.0-20.0-0.2-0.2",5902,"html-button-response-ca",0,2255988,"At the time, I probably wasn't concentrating enough on what I was doing",FALSE,194,1,"You start doing the washing up but drop and smash a plate",1,2,"control",2400424,1880206,2183319.40000001,64,38,"no","general functioning (everyday life: easier task)","self-care","You start doing the washing up but drop and smash a plate",1,0,0,1,0,0
"2414","subCA2_38",77,"positive","internal_global","0.0-20.0-0.20-0.20",1971,"html-button-response-ca",0,2343119,"I'm smart and work hard",FALSE,213,3,"You find out you passed a difficult test for a professional qualification you wanted",1,20,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (academic)","non-social","You find out you passed a difficult test for a professional qualification you wanted",1,1,1,0,0,0
"2415","subCA2_38",78,"positive","internal_global","0.0-20.0-0.21-0.21",1775,"html-button-response-ca",0,2346411,"I'm a good friend",FALSE,214,2,"A friend tells you you are a good friend to them",1,21,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","personal qualities","A friend tells you you are a good friend to them",1,1,1,0,0,0
"2416","subCA2_38",83,"negative","internal_specific","0.0-20.0-0.22-0.22",3927,"html-button-response-ca",0,2351856,"Recently, I haven't tried much to engage with my colleagues",FALSE,215,3,"You aren't nominated for an award recognizing contribution to workplace culture",1,22,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","personal qualities","You aren't nominated for an award recognizing contribution to workplace culture",1,0,0,1,0,0
"2417","subCA2_38",84,"positive","external_global","0.0-20.0-0.23-0.23",4497,"html-button-response-ca",0,2357872,"Colleages tend to be polite about their coworkers",FALSE,216,1,"Someone from work tells you they consider you trustworthy",1,23,"control",2400424,1880206,2183319.40000001,64,38,"yes","colleagues","personal qualities","Someone from work tells you they consider you trustworthy",0,1,0,0,1,0
"2418","subCA2_38",97,"negative","external_global","0.0-20.0-0.24-0.24",3886,"html-button-response-ca",0,2363275,"Everyone has times in life when things get in the way of work",FALSE,217,2,"You find yourself struggling to meet your targets at work",1,24,"control",2400424,1880206,2183319.40000001,64,38,"no","general performance (job)","non-social","You find yourself struggling to meet your targets at work",0,1,0,0,1,0
"2419","subCA2_38",100,"negative","external_specific","0.0-20.0-0.25-0.25",4863,"html-button-response-ca",0,2369659,"This person is probably not able to respond right now (e.g., they are unwell or away)",FALSE,218,1,"Someone you care deeply about is not responding to your calls and messages",1,25,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","reaching out","Someone you care deeply about is not responding to your calls and messages",0,0,0,0,0,1
"2420","subCA2_38",102,"positive","internal_global","0.0-20.0-0.26-0.26",4634,"html-button-response-ca",0,2375811,"People are interested in what I have to say",FALSE,219,2,"A letter you have written to the newspaper is selected to be published",1,26,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (academic)","non-social","A letter you have written to the newspaper is selected to be published",1,1,1,0,0,0
"2421","subCA2_38",108,"negative","internal_global","0.0-20.0-0.27-0.27",4027,"html-button-response-ca",0,2381355,"Deep down, people I consider my friends don't actually like me",FALSE,220,2,"You find out a friend is having a party but hasn't invited you",1,27,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","reaching out","You find out a friend is having a party but hasn't invited you",1,1,1,0,0,0
"2422","subCA2_38",110,"positive","internal_global","0.0-20.0-0.28-0.28",3159,"html-button-response-ca",0,2386024,"People I'm close to think well of me",FALSE,221,3,"Someone you are close to tells you they wish they were more like you",1,28,"control",2400424,1880206,2183319.40000001,64,38,"yes","close relationship","personal qualities","Someone you are close to tells you they wish they were more like you",1,1,1,0,0,0
"2423","subCA2_38",115,"positive","internal_global","0.0-20.0-0.29-0.29",2575,"html-button-response-ca",0,2390114,"My friends think highly of me",FALSE,222,0,"A friend tells you you are a good person",1,29,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","personal qualities","A friend tells you you are a good person",1,1,1,0,0,0
"2424","subCA2_38",28,"positive","internal_global","0.0-20.0-0.3-0.3",2004,"html-button-response-ca",0,2259506,"I'm a good communicator",FALSE,195,2,"You speak during a neighbourhood association meeting and receive applause",1,3,"control",2400424,1880206,2183319.40000001,64,38,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a neighbourhood association meeting and receive applause",1,1,1,0,0,0
"2425","subCA2_38",120,"positive","internal_global","0.0-20.0-0.30-0.30",2857,"html-button-response-ca",0,2394479,"My friends care about me",FALSE,223,2,"A friend calls you up out of the blue to see how you are",1,30,"control",2400424,1880206,2183319.40000001,64,38,"yes","friends","reaching out","A friend calls you up out of the blue to see how you are",1,1,1,0,0,0
"2426","subCA2_38",125,"negative","external_global","0.0-20.0-0.31-0.31",4433,"html-button-response-ca",0,2400424,"Often tests are unecessarily hard",FALSE,224,2,"You find out that you didn't pass a test you took that counts towards a professional exam",1,31,"control",2400424,1880206,2183319.40000001,64,38,"no","formal assessment (academic)","non-social","You find out that you didn't pass a test you took that counts towards a professional exam",0,1,0,0,1,0
