"","uid","choice","trialReward1","trialEffortPropMax2","trialNo","trialEffort2","trialEffort1","trialEffortPropMax1","trialEndTime","pressCount","coinsRunningTotal","trialSuccess","effortTimeLimit","choiceRT","trialReward2","pressTimes","trialStartTime","condition","meanPressLag","studyStartTime","nTrials","ID","deltaReward","deltaEffort","effortChosen","effortUnchosen","deltaEffortSigned","higherEffChosen","highEffortOption","rewardChosen","rewardUnchosen","higherRewChosen","highRewardOption","taskNo","group","maxPressCount"
"3294","subRE1_38","route 1",5,0.35,18,20,54,0.95,1971345,55,46,1,10000,2079,4,"see raw data",1953571,"planning",159.6852,"15:36:40",88,38,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,2,"planning",57
"3295","subRE1_38","route 1",5,0.2,19,11,54,0.95,759780,55,51,1,10000,2146,3,"see raw data",742287,"baseline",157.1852,"15:36:40",88,38,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"planning",57
"3296","subRE1_38","route 1",5,0.2,19,11,54,0.95,1988737,54,51,1,10000,2046,3,"see raw data",1971345,"planning",159.6296,"15:36:40",88,38,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"planning",57
"3297","subRE1_38","route 1",7,0.55,20,31,54,0.95,2006478,55,58,1,10000,2214,4,"see raw data",1988737,"planning",159.9074,"15:36:40",88,38,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,2,"planning",57
"3298","subRE1_38","route 1",7,0.55,20,31,54,0.95,777121,54,58,1,10000,2097,4,"see raw data",759780,"baseline",155,"15:36:40",88,38,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,1,"planning",57
"3299","subRE1_38","route 1",7,0.2,21,11,43,0.75,2021956,43,65,1,10000,1747,6,"see raw data",2006478,"planning",161.7907,"15:36:40",88,38,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"planning",57
"3300","subRE1_38","route 1",7,0.2,21,11,43,0.75,794313,44,65,1,10000,3228,6,"see raw data",777121,"baseline",162.0698,"15:36:40",88,38,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"planning",57
"3301","subRE1_38","route 1",4,0.55,22,31,54,0.95,905703,55,4,1,10000,2602,3,"see raw data",887979,"baseline",150.4,"15:36:40",88,38,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,1,"planning",57
"3302","subRE1_38","route 1",4,0.55,22,31,54,0.95,2081371,54,4,1,10000,2844,3,"see raw data",2063614,"planning",149.4815,"15:36:40",88,38,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,2,"planning",57
"3303","subRE1_38","route 2",4,0.95,23,54,11,0.2,923511,54,10,1,10000,2556,6,"see raw data",905703,"baseline",149.7222,"15:36:40",88,38,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,1,"planning",57
"3304","subRE1_38","route 2",4,0.95,23,54,11,0.2,2098397,55,10,1,10000,1898,6,"see raw data",2081371,"planning",152.2182,"15:36:40",88,38,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,2,"planning",57
"3305","subRE1_38","route 2",3,0.55,24,31,20,0.35,2112876,31,17,1,10000,1831,7,"see raw data",2098397,"planning",181.9677,"15:36:40",88,38,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,2,"planning",57
"3306","subRE1_38","route 2",3,0.55,24,31,20,0.35,937957,31,17,1,10000,2114,7,"see raw data",923511,"baseline",172.8065,"15:36:40",88,38,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,1,"planning",57
"3307","subRE1_38","route 1",7,0.2,25,11,20,0.35,953086,20,24,1,10000,2580,6,"see raw data",937957,"baseline",279.3684,"15:36:40",88,38,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,1,"planning",57
"3308","subRE1_38","route 1",7,0.2,25,11,20,0.35,2126689,21,24,1,10000,2415,6,"see raw data",2112876,"planning",179.2857,"15:36:40",88,38,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,2,"planning",57
"3309","subRE1_38","route 2",4,0.75,26,43,11,0.2,970761,43,30,1,10000,2529,6,"see raw data",953086,"baseline",194.2326,"15:36:40",88,38,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"planning",57
"3310","subRE1_38","route 2",4,0.75,26,43,11,0.2,2143266,44,30,1,10000,2031,6,"see raw data",2126689,"planning",174.2326,"15:36:40",88,38,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"planning",57
"3311","subRE1_38","route 1",8,0.95,27,54,11,0.2,2155515,11,38,1,10000,3112,1,"see raw data",2143266,"planning",187.9,"15:36:40",88,38,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,2,"planning",57
"3312","subRE1_38","route 1",8,0.95,27,54,11,0.2,983875,11,38,1,10000,2729,1,"see raw data",970761,"baseline",329.4,"15:36:40",88,38,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"planning",57
"3313","subRE1_38","route 1",7,0.35,28,20,43,0.75,1000251,44,45,1,10000,2164,6,"see raw data",983875,"baseline",168.3488,"15:36:40",88,38,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,1,"planning",57
"3314","subRE1_38","route 1",7,0.35,28,20,43,0.75,2172058,44,45,1,10000,2031,6,"see raw data",2155515,"planning",176.4651,"15:36:40",88,38,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,2,"planning",57
"3315","subRE1_38","route 2",3,0.95,29,54,20,0.35,1018226,55,49,1,10000,2248,4,"see raw data",1000251,"baseline",162.6667,"15:36:40",88,38,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,1,"planning",57
"3316","subRE1_38","route 2",3,0.95,29,54,20,0.35,2190547,54,49,1,10000,2746,4,"see raw data",2172058,"planning",162.7037,"15:36:40",88,38,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,2,"planning",57
"3317","subRE1_38","route 1",6,0.2,30,11,20,0.35,2203863,20,55,1,10000,2979,5,"see raw data",2190547,"planning",174.65,"15:36:40",88,38,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,2,"planning",57
"3318","subRE1_38","route 1",6,0.2,30,11,20,0.35,1034236,20,55,1,10000,3896,5,"see raw data",1018226,"baseline",249.6842,"15:36:40",88,38,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,1,"planning",57
"3319","subRE1_38","route 2",3,0.55,31,31,11,0.2,2219658,31,60,1,10000,2215,5,"see raw data",2203863,"planning",215.2903,"15:36:40",88,38,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,2,"planning",57
"3320","subRE1_38","route 2",3,0.55,31,31,11,0.2,1052194,32,60,1,10000,2728,5,"see raw data",1034236,"baseline",267.8387,"15:36:40",88,38,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,1,"planning",57
"3321","subRE1_38","route 1",7,0.2,32,11,54,0.95,2237830,54,67,1,10000,1963,3,"see raw data",2219658,"planning",161.7358,"15:36:40",88,38,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"planning",57
"3322","subRE1_38","route 1",7,0.2,32,11,54,0.95,1070385,55,67,1,10000,2380,3,"see raw data",1052194,"baseline",160.2593,"15:36:40",88,38,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"planning",57
"3323","subRE1_38","route 2",6,0.75,33,43,11,0.2,1104835,44,7,1,10000,3329,7,"see raw data",1087110,"baseline",172.2558,"15:36:40",88,38,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"planning",57
"3324","subRE1_38","route 2",6,0.75,33,43,11,0.2,2283115,43,7,1,10000,1948,7,"see raw data",2267006,"planning",166.7442,"15:36:40",88,38,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"planning",57
"3325","subRE1_38","route 2",4,0.55,34,31,20,0.35,2297744,32,12,1,10000,2430,5,"see raw data",2283115,"planning",166.4194,"15:36:40",88,38,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,2,"planning",57
"3326","subRE1_38","route 2",4,0.55,34,31,20,0.35,1120114,31,12,1,10000,1864,5,"see raw data",1104835,"baseline",208.2581,"15:36:40",88,38,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,1,"planning",57
"3327","subRE1_38","route 2",4,0.95,35,54,31,0.55,1137837,55,17,1,10000,2197,5,"see raw data",1120114,"baseline",159.4364,"15:36:40",88,38,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,1,"planning",57
"3328","subRE1_38","route 2",4,0.95,35,54,31,0.55,2315120,54,17,1,10000,1964,5,"see raw data",2297744,"planning",161.1852,"15:36:40",88,38,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,2,"planning",57
"3329","subRE1_38","route 1",7,0.35,36,20,31,0.55,1153582,31,24,1,10000,2147,4,"see raw data",1137837,"baseline",204.129,"15:36:40",88,38,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,1,"planning",57
"3330","subRE1_38","route 1",7,0.35,36,20,31,0.55,2329516,32,24,1,10000,1814,4,"see raw data",2315120,"planning",181.3871,"15:36:40",88,38,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,2,"planning",57
"3331","subRE1_38","route 2",3,0.95,37,54,11,0.2,2347108,55,31,1,10000,1915,7,"see raw data",2329516,"planning",163.8909,"15:36:40",88,38,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"planning",57
"3332","subRE1_38","route 2",3,0.95,37,54,11,0.2,1170791,55,31,1,10000,1914,7,"see raw data",1153582,"baseline",156.9074,"15:36:40",88,38,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"planning",57
"3333","subRE1_38","route 1",6,0.55,38,31,54,0.95,1188532,55,37,1,10000,1996,3,"see raw data",1170791,"baseline",159.9091,"15:36:40",88,38,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,1,"planning",57
"3334","subRE1_38","route 1",6,0.55,38,31,54,0.95,2365382,55,37,1,10000,2330,3,"see raw data",2347108,"planning",169.2222,"15:36:40",88,38,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"planning",57
"3335","subRE1_38","route 2",4,0.95,39,54,20,0.35,2382790,55,43,1,10000,1683,6,"see raw data",2365382,"planning",161.5,"15:36:40",88,38,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,2,"planning",57
"3336","subRE1_38","route 2",4,0.95,39,54,20,0.35,1206273,54,43,1,10000,2230,6,"see raw data",1188532,"baseline",161.1481,"15:36:40",88,38,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,1,"planning",57
"3337","subRE1_38","route 1",6,0.2,40,11,43,0.75,2402230,43,49,1,10000,5060,4,"see raw data",2382790,"planning",169.6667,"15:36:40",88,38,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"planning",57
"3338","subRE1_38","route 1",6,0.2,40,11,43,0.75,1223035,43,49,1,10000,2113,4,"see raw data",1206273,"baseline",176.907,"15:36:40",88,38,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"planning",57
"3339","subRE1_38","route 2",4,0.95,41,54,43,0.75,1242871,55,55,1,10000,4843,6,"see raw data",1223035,"baseline",152.0556,"15:36:40",88,38,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,1,"planning",57
"3340","subRE1_38","route 2",4,0.95,41,54,43,0.75,2425762,54,55,1,10000,7905,6,"see raw data",2402230,"planning",157.1667,"15:36:40",88,38,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,2,"planning",57
"3341","subRE1_38","route 2",5,0.55,42,31,11,0.2,1260229,32,62,1,10000,5010,7,"see raw data",1242871,"baseline",170.2581,"15:36:40",88,38,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,1,"planning",57
"3342","subRE1_38","route 2",5,0.55,42,31,11,0.2,2440307,32,62,1,10000,1964,7,"see raw data",2425762,"planning",172.3548,"15:36:40",88,38,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,2,"planning",57
"3343","subRE1_38","route 2",6,0.95,43,54,20,0.35,1288239,55,69,1,10000,12861,7,"see raw data",1260229,"baseline",152.1636,"15:36:40",88,38,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,1,"planning",57
"3344","subRE1_38","route 2",6,0.95,43,54,20,0.35,2460728,55,69,1,10000,4675,7,"see raw data",2440307,"planning",164.7963,"15:36:40",88,38,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,2,"planning",57
"3345","subRE1_39","route 1",7,0.35,0,24,66,0.95,263017,66,7,1,10000,4050,3,"see raw data",243736,"baseline",126.7576,"10:48:47",88,39,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,1,"control",69
"3346","subRE1_39","route 1",7,0.35,0,24,66,0.95,1248440,67,7,1,10000,2034,3,"see raw data",0,"control",140.8939,"10:48:47",88,39,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,2,"control",69
"3347","subRE1_39","route 1",7,0.75,1,52,66,0.95,1269222,66,14,1,10000,4816,4,"see raw data",1248440,"control",139.2154,"10:48:47",88,39,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,2,"control",69
"3348","subRE1_39","route 1",7,0.75,1,52,66,0.95,282266,67,14,1,10000,4033,4,"see raw data",263017,"baseline",126.2424,"10:48:47",88,39,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,1,"control",69
"3349","subRE1_39","route 2",4,0.55,2,38,14,0.2,1283721,38,20,1,10000,2116,6,"see raw data",1269222,"control",150.8684,"10:48:47",88,39,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,2,"control",69
"3350","subRE1_39","route 2",4,0.55,2,38,14,0.2,297265,39,20,1,10000,2433,6,"see raw data",282266,"baseline",137.1795,"10:48:47",88,39,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,1,"control",69
"3351","subRE1_39","route 1",5,0.2,3,14,52,0.75,315563,52,25,1,10000,4116,4,"see raw data",297265,"baseline",140.1765,"10:48:47",88,39,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,1,"control",69
"3352","subRE1_39","route 1",5,0.2,3,14,52,0.75,1299803,53,25,1,10000,2317,4,"see raw data",1283721,"control",135.5094,"10:48:47",88,39,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,2,"control",69
"3353","subRE1_39","route 2",5,0.95,4,66,52,0.75,1319318,66,32,1,10000,3566,7,"see raw data",1299803,"control",141.4091,"10:48:47",88,39,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,2,"control",69
"3354","subRE1_39","route 2",5,0.95,4,66,52,0.75,335295,67,32,1,10000,3983,7,"see raw data",315563,"baseline",135.3485,"10:48:47",88,39,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,1,"control",69
"3355","subRE1_39","route 1",6,0.55,5,38,66,0.95,1338383,67,38,1,10000,2900,3,"see raw data",1319318,"control",143.6818,"10:48:47",88,39,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"control",69
"3356","subRE1_39","route 1",6,0.55,5,38,66,0.95,353727,67,38,1,10000,3249,3,"see raw data",335295,"baseline",125.1194,"10:48:47",88,39,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,1,"control",69
"3357","subRE1_39","route 2",4,0.75,6,52,38,0.55,369142,52,44,1,10000,1866,6,"see raw data",353727,"baseline",130.0588,"10:48:47",88,39,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,1,"control",69
"3358","subRE1_39","route 2",4,0.75,6,52,38,0.55,1354631,53,44,1,10000,1850,6,"see raw data",1338383,"control",148.3846,"10:48:47",88,39,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,2,"control",69
"3359","subRE1_39","route 2",3,0.95,7,66,14,0.2,387641,67,50,1,10000,3316,6,"see raw data",369142,"baseline",127.6119,"10:48:47",88,39,3,0.75,0.95,0.2,0.75,1,0.95,6,3,1,6,1,"control",69
"3360","subRE1_39","route 2",3,0.95,7,66,14,0.2,1372947,66,50,1,10000,3117,6,"see raw data",1354631,"control",130.2462,"10:48:47",88,39,3,0.75,0.95,0.2,0.75,1,0.95,6,3,1,6,2,"control",69
"3361","subRE1_39","route 2",4,0.35,8,24,14,0.2,1386879,24,55,1,10000,3583,5,"see raw data",1372947,"control",154.3478,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,2,"control",69
"3362","subRE1_39","route 2",4,0.35,8,24,14,0.2,400140,25,55,1,10000,2133,5,"see raw data",387641,"baseline",147.32,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,1,"control",69
"3363","subRE1_39","route 1",6,0.35,9,24,66,0.95,417922,66,61,1,10000,1634,3,"see raw data",400140,"baseline",142.4091,"10:48:47",88,39,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,1,"control",69
"3364","subRE1_39","route 1",6,0.35,9,24,66,0.95,1404394,67,61,1,10000,1717,3,"see raw data",1386879,"control",138.2985,"10:48:47",88,39,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,2,"control",69
"3365","subRE1_39","route 1",4,0.2,10,14,24,0.35,1418260,24,65,1,10000,3267,3,"see raw data",1404394,"control",161.5652,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,2,"control",69
"3366","subRE1_39","route 1",4,0.2,10,14,24,0.35,429888,24,65,1,10000,1783,3,"see raw data",417922,"baseline",145.125,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,1,"control",69
"3367","subRE1_39","route 2",5,0.75,11,52,38,0.55,1472322,53,7,1,10000,3167,7,"see raw data",1454990,"control",141.3269,"10:48:47",88,39,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,2,"control",69
"3368","subRE1_39","route 2",5,0.75,11,52,38,0.55,545779,52,7,1,10000,1483,7,"see raw data",530930,"baseline",127.25,"10:48:47",88,39,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,1,"control",69
"3369","subRE1_39","route 2",4,0.75,12,52,14,0.2,1492488,53,13,1,10000,6183,6,"see raw data",1472322,"control",139.0962,"10:48:47",88,39,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",69
"3370","subRE1_39","route 2",4,0.75,12,52,14,0.2,561560,53,13,1,10000,1800,6,"see raw data",545779,"baseline",136.8462,"10:48:47",88,39,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",69
"3371","subRE1_39","route 2",3,0.95,13,66,24,0.35,1510203,66,18,1,10000,1783,5,"see raw data",1492488,"control",141.6515,"10:48:47",88,39,2,0.6,0.95,0.35,0.6,1,0.95,5,3,1,5,2,"control",69
"3372","subRE1_39","route 2",3,0.95,13,66,24,0.35,579893,67,18,1,10000,2367,5,"see raw data",561560,"baseline",136.8485,"10:48:47",88,39,2,0.6,0.95,0.35,0.6,1,0.95,5,3,1,5,1,"control",69
"3373","subRE1_39","route 2",1,0.2,14,14,66,0.95,592725,14,26,1,10000,4050,8,"see raw data",579893,"baseline",145.2857,"10:48:47",88,39,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"control",69
"3374","subRE1_39","route 2",1,0.2,14,14,66,0.95,1522252,14,26,1,10000,3267,8,"see raw data",1510203,"control",150,"10:48:47",88,39,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,2,"control",69
"3375","subRE1_39","route 1",4,0.35,15,24,52,0.75,1539367,52,30,1,10000,2933,3,"see raw data",1522252,"control",143.9038,"10:48:47",88,39,1,0.4,0.75,0.35,0.4,1,0.75,4,3,1,4,2,"control",69
"3376","subRE1_39","route 1",4,0.35,15,24,52,0.75,609024,52,30,1,10000,2317,3,"see raw data",592725,"baseline",138.75,"10:48:47",88,39,1,0.4,0.75,0.35,0.4,1,0.75,4,3,1,4,1,"control",69
"3377","subRE1_39","route 1",6,0.2,16,14,38,0.55,1554382,38,36,1,10000,2800,5,"see raw data",1539367,"control",147.2973,"10:48:47",88,39,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,2,"control",69
"3378","subRE1_39","route 1",6,0.2,16,14,38,0.55,623856,38,36,1,10000,2666,5,"see raw data",609024,"baseline",138.5789,"10:48:47",88,39,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,1,"control",69
"3379","subRE1_39","route 1",5,0.2,17,14,66,0.95,641954,66,41,1,10000,2299,3,"see raw data",623856,"baseline",137.8636,"10:48:47",88,39,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"control",69
"3380","subRE1_39","route 1",5,0.2,17,14,66,0.95,1572898,66,41,1,10000,2949,3,"see raw data",1554382,"control",136.1061,"10:48:47",88,39,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"control",69
"3381","subRE1_39","route 1",5,0.35,18,24,66,0.95,660119,66,46,1,10000,2583,4,"see raw data",641954,"baseline",135.3333,"10:48:47",88,39,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,1,"control",69
"3382","subRE1_39","route 1",5,0.35,18,24,66,0.95,1590930,67,46,1,10000,1867,4,"see raw data",1572898,"control",142.6667,"10:48:47",88,39,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,2,"control",69
"3383","subRE1_39","route 1",5,0.2,19,14,66,0.95,1610195,66,51,1,10000,3283,3,"see raw data",1590930,"control",140.8939,"10:48:47",88,39,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"control",69
"3384","subRE1_39","route 1",5,0.2,19,14,66,0.95,678268,67,51,1,10000,2783,3,"see raw data",660119,"baseline",130.5455,"10:48:47",88,39,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"control",69
"3385","subRE1_39","route 1",7,0.55,20,38,66,0.95,696317,67,58,1,10000,2083,4,"see raw data",678268,"baseline",139.3788,"10:48:47",88,39,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,1,"control",69
"3386","subRE1_39","route 1",7,0.55,20,38,66,0.95,1628044,66,58,1,10000,1867,4,"see raw data",1610195,"control",141.4091,"10:48:47",88,39,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,2,"control",69
"3387","subRE1_39","route 1",7,0.2,21,14,52,0.75,1643942,53,65,1,10000,1917,6,"see raw data",1628044,"control",141.3462,"10:48:47",88,39,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"control",69
"3388","subRE1_39","route 1",7,0.2,21,14,52,0.75,713382,52,65,1,10000,2716,6,"see raw data",696317,"baseline",148.3654,"10:48:47",88,39,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"control",69
"3389","subRE1_39","route 1",4,0.55,22,38,66,0.95,1687272,67,4,1,10000,3116,3,"see raw data",1668574,"control",133.5672,"10:48:47",88,39,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,2,"control",69
"3390","subRE1_39","route 1",4,0.55,22,38,66,0.95,759278,66,4,1,10000,2667,3,"see raw data",740830,"baseline",137.1212,"10:48:47",88,39,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,1,"control",69
"3391","subRE1_39","route 2",4,0.95,23,66,14,0.2,779193,66,10,1,10000,4333,6,"see raw data",759278,"baseline",133.3333,"10:48:47",88,39,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,1,"control",69
"3392","subRE1_39","route 2",4,0.95,23,66,14,0.2,1705271,66,10,1,10000,2633,6,"see raw data",1687272,"control",133.8333,"10:48:47",88,39,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,2,"control",69
"3393","subRE1_39","route 2",3,0.55,24,38,24,0.35,1720087,39,17,1,10000,2449,7,"see raw data",1705271,"control",149.1053,"10:48:47",88,39,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,2,"control",69
"3394","subRE1_39","route 2",3,0.55,24,38,24,0.35,796092,39,17,1,10000,4283,7,"see raw data",779193,"baseline",151.7632,"10:48:47",88,39,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,1,"control",69
"3395","subRE1_39","route 1",7,0.2,25,14,24,0.35,809224,24,24,1,10000,2750,6,"see raw data",796092,"baseline",152.0833,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,1,"control",69
"3396","subRE1_39","route 1",7,0.2,25,14,24,0.35,1734468,24,24,1,10000,4033,6,"see raw data",1720087,"control",154.8333,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,2,"control",69
"3397","subRE1_39","route 2",4,0.75,26,52,14,0.2,1751800,52,30,1,10000,2749,6,"see raw data",1734468,"control",154.8824,"10:48:47",88,39,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",69
"3398","subRE1_39","route 2",4,0.75,26,52,14,0.2,825290,52,30,1,10000,1900,6,"see raw data",809224,"baseline",143.9038,"10:48:47",88,39,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",69
"3399","subRE1_39","route 1",8,0.95,27,66,14,0.2,837539,15,38,1,10000,3500,1,"see raw data",825290,"baseline",136.9286,"10:48:47",88,39,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"control",69
"3400","subRE1_39","route 1",8,0.95,27,66,14,0.2,1764133,14,38,1,10000,3382,1,"see raw data",1751800,"control",160.6429,"10:48:47",88,39,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,2,"control",69
"3401","subRE1_39","route 1",7,0.35,28,24,52,0.75,1780981,52,45,1,10000,2083,6,"see raw data",1764133,"control",156.8431,"10:48:47",88,39,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,2,"control",69
"3402","subRE1_39","route 1",7,0.35,28,24,52,0.75,853988,53,45,1,10000,2266,6,"see raw data",837539,"baseline",141,"10:48:47",88,39,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,1,"control",69
"3403","subRE1_39","route 2",3,0.95,29,66,24,0.35,1799247,67,49,1,10000,2117,4,"see raw data",1780981,"control",143.7612,"10:48:47",88,39,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,2,"control",69
"3404","subRE1_39","route 2",3,0.95,29,66,24,0.35,873636,66,49,1,10000,3850,4,"see raw data",853988,"baseline",139.1364,"10:48:47",88,39,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,1,"control",69
"3405","subRE1_39","route 1",6,0.2,30,14,24,0.35,1812645,25,55,1,10000,3017,5,"see raw data",1799247,"control",149.32,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,2,"control",69
"3406","subRE1_39","route 1",6,0.2,30,14,24,0.35,886152,24,55,1,10000,2333,5,"see raw data",873636,"baseline",145.125,"10:48:47",88,39,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,1,"control",69
"3407","subRE1_39","route 2",3,0.55,31,38,14,0.2,901717,38,60,1,10000,3166,5,"see raw data",886152,"baseline",149.5526,"10:48:47",88,39,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,1,"control",69
"3408","subRE1_39","route 2",3,0.55,31,38,14,0.2,1827644,39,60,1,10000,2200,5,"see raw data",1812645,"control",158.3421,"10:48:47",88,39,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,2,"control",69
"3409","subRE1_39","route 1",7,0.2,32,14,66,0.95,1844326,67,67,1,10000,2099,3,"see raw data",1827644,"control",119.6418,"10:48:47",88,39,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"control",69
