"","uid","question","answer","questionNo","questionStage","taskNo"
"1079","subRE2_45","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock0",0
"1080","subRE2_45","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock2",0
"1081","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",69,1,"postBlock2",0
"1082","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",94,1,"postBlock0",0
"1083","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",13,1,"postBlock3",1
"1084","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",39,1,"postBlock1",1
"1085","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",58,1,"postBlock3",0
"1086","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",73,1,"postBlock1",0
"1087","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",22,1,"postBlock2",1
"1088","subRE2_46","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",68,1,"postBlock0",1
"1089","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",37,2,"postBlock1",0
"1090","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",17,2,"postBlock3",1
"1091","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",75,2,"postBlock0",1
"1092","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",49,2,"postBlock2",0
"1093","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",36,2,"postBlock1",1
"1094","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",12,2,"postBlock2",1
"1095","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",50,2,"postBlock3",0
"1096","subRE2_46","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,2,"postBlock0",0
"1097","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",6,3,"postBlock1",0
"1098","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",89,3,"postBlock3",1
"1099","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",73,3,"postBlock0",1
"1100","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",57,3,"postBlock2",0
"1101","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",11,3,"postBlock0",0
"1102","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",67,3,"postBlock3",0
"1103","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",81,3,"postBlock1",1
"1104","subRE2_46","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",86,3,"postBlock2",1
"1105","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,1,"postBlock0",1
"1106","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,1,"postBlock1",1
"1107","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,1,"postBlock3",1
"1108","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,1,"postBlock1",0
"1109","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,1,"postBlock2",0
"1110","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",99,1,"postBlock0",0
"1111","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",99,1,"postBlock3",0
"1112","subRE2_47","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,1,"postBlock2",1
"1113","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",99,2,"postBlock3",0
"1114","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,2,"postBlock3",1
"1115","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,2,"postBlock2",1
"1116","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,2,"postBlock1",0
"1117","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,2,"postBlock2",0
"1118","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,2,"postBlock1",1
"1119","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",98,2,"postBlock0",0
"1120","subRE2_47","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,2,"postBlock0",1
"1121","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",1,3,"postBlock0",1
"1122","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock2",0
"1123","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock1",1
"1124","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",1,3,"postBlock0",0
"1125","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock3",1
"1126","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock3",0
"1127","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock1",0
"1128","subRE2_47","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",0,3,"postBlock2",1
"1129","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",70,1,"postBlock3",1
"1130","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",72,1,"postBlock1",1
"1131","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,1,"postBlock0",0
"1132","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",84,1,"postBlock0",1
"1133","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",75,1,"postBlock2",1
"1134","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",88,1,"postBlock1",0
"1135","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",77,1,"postBlock2",0
"1136","subRE2_48","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",68,1,"postBlock3",0
"1137","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",71,2,"postBlock1",0
"1138","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",84,2,"postBlock0",0
"1139","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",68,2,"postBlock1",1
"1140","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",80,2,"postBlock0",1
"1141","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",68,2,"postBlock2",0
"1142","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",65,2,"postBlock3",0
"1143","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",65,2,"postBlock2",1
"1144","subRE2_48","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",65,2,"postBlock3",1
"1145","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",96,3,"postBlock3",1
"1146","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",71,3,"postBlock0",1
"1147","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",81,3,"postBlock3",0
"1148","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",60,3,"postBlock0",0
"1149","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",92,3,"postBlock2",1
"1150","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",85,3,"postBlock1",1
"1151","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",79,3,"postBlock2",0
"1152","subRE2_48","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",76,3,"postBlock1",0
"1153","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",59,1,"postBlock3",0
"1154","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",70,1,"postBlock0",0
"1155","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",66,1,"postBlock1",0
"1156","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",63,1,"postBlock1",1
"1157","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",66,1,"postBlock3",1
"1158","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",67,1,"postBlock0",1
"1159","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",47,1,"postBlock2",0
"1160","subRE2_49","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",65,1,"postBlock2",1
"1161","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",70,2,"postBlock3",1
"1162","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",60,2,"postBlock1",0
"1163","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",96,2,"postBlock0",0
"1164","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",62,2,"postBlock0",1
"1165","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",76,2,"postBlock2",1
"1166","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",65,2,"postBlock1",1
"1167","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",73,2,"postBlock3",0
"1168","subRE2_49","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",66,2,"postBlock2",0
"1169","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",80,3,"postBlock0",1
"1170","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,3,"postBlock2",0
"1171","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",95,3,"postBlock3",0
"1172","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,3,"postBlock2",1
"1173","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,3,"postBlock0",0
"1174","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",99,3,"postBlock3",1
"1175","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",100,3,"postBlock1",0
"1176","subRE2_49","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",87,3,"postBlock1",1
"1177","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",85,1,"postBlock2",0
"1178","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",99,1,"postBlock0",0
"1179","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",96,1,"postBlock0",1
"1180","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",91,1,"postBlock3",0
"1181","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",86,1,"postBlock1",0
"1182","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",86,1,"postBlock1",1
"1183","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",93,1,"postBlock2",1
"1184","subRE2_50","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",94,1,"postBlock3",1
"1185","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",83,2,"postBlock2",0
"1186","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",88,2,"postBlock1",1
"1187","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",90,2,"postBlock3",0
"1188","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",83,2,"postBlock0",0
"1189","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",95,2,"postBlock2",1
"1190","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",66,2,"postBlock1",0
"1191","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",93,2,"postBlock0",1
"1192","subRE2_50","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",91,2,"postBlock3",1
"1193","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",23,3,"postBlock3",1
"1194","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",68,3,"postBlock3",0
"1195","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",34,3,"postBlock2",0
"1196","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",21,3,"postBlock2",1
"1197","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",23,3,"postBlock0",0
"1198","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",17,3,"postBlock0",1
"1199","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",35,3,"postBlock1",0
"1200","subRE2_50","During the last block, how much did you
FEEL BORED?
Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",20,3,"postBlock1",1
"1201","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",75,1,"postBlock3",1
"1202","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",71,1,"postBlock1",1
"1203","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",69,1,"postBlock2",1
"1204","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",72,1,"postBlock0",1
"1205","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",81,1,"postBlock1",0
"1206","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",80,1,"postBlock0",0
"1207","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",82,1,"postBlock2",0
"1208","subRE2_51","During the last block, how much did you
FEEL PLEASED
when you collected the coins?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",81,1,"postBlock3",0
"1209","subRE2_51","During the last block, how much did you
FEEL A SENSE OF ACHIEVEMENT when you
sucessfully hit the required power level?


Please rate from 0 to 100 on the scale
below, where

  0 =             and            100 = 
 ""not at all""                    ""most possible"" ",74,2,"postBlock3",1
